Accession;TM domains;Signal peptide;TM string
Q9H8K7;0;0;i
Q9H8L6;0;Y;n3-18c22/23o
Q9H8M2;0;0;i
Q9H8M5;4;0;o255-279i313-334o340-359i371-391o
Q9H8M7;0;0;i
Q9H8M9;2;0;i12-28o34-55i
Q9H8N7;0;0;i
Q9H8P0;6;0;i17-35o79-102i114-138o158-178i199-218o260-286i
Q9H8S9;0;0;i
Q9H8T0;0;0;i
Q9H8V3;0;0;i
Q9H8W4;0;0;i
Q9H8W5;0;0;i
Q9H8X2;0;0;i
Q9H8X9;5;0;o40-63i70-90o167-197i217-239o245-261i
Q9H8Y5;0;0;i
Q9H8Y8;0;0;i
Q9H900;0;0;i
Q9H902;3;0;o6-27i39-64o70-88i
Q9H903;0;0;i
Q9H910;0;0;i
Q9H936;4;0;o12-32i185-205o225-243i292-311o
Q9H944;0;0;i
Q9H974;0;0;i
Q9H977;0;0;i
Q9H981;0;0;i
Q9H987;0;0;i
Q9H992;0;0;i
Q9H993;0;0;i
Q9H999;0;0;i
Q9H9A5;0;0;i
Q9H9A7;0;0;i
Q9H9B1;0;0;i
Q9H9B4;3;0;o175-195i230-247o267-287i
Q9H9C1;0;0;i
Q9H9D4;0;0;i
Q9H9E1;0;0;i
Q9H9E3;0;0;i
Q9H9F9;0;0;i
Q9H9G7;0;0;i
Q9H9H4;0;0;i
Q9H9J2;0;0;i
Q9H9J4;0;0;i
Q9H9K5;1;Y;n8-20c24/25o490-509i
Q9H9L4;0;0;i
Q9H9L7;0;0;i
Q9H9P2;1;Y;n4-15c27/28o217-243i
Q9H9P5;0;0;i
Q9H9P8;0;0;i
Q9H9Q2;0;0;i
Q9H9Q4;0;0;i
Q9H9S0;0;0;i
Q9H9S5;0;Y;n8-22c27/28o
Q9H9T3;0;0;i
Q9H9V4;1;0;o37-61i
Q9H9V9;0;0;i
Q9H9Y6;0;0;i
Q9H9Z2;0;0;i
Q9HA38;0;0;i
Q9HA47;0;0;i
Q9HA64;0;0;i
Q9HA65;0;0;i
Q9HA72;4;0;i21-42o54-75i96-117o186-205i
Q9HA77;0;0;i
Q9HA82;5;0;o39-56i140-160o180-199i260-280o300-328i
Q9HAB3;10;Y;n10-20c25/26o49-68i80-100o112-136i148-168o196-218i277-297o309-332i339-359o365-391i403-424o
Q9HAB8;0;0;i
Q9HAC7;0;0;i
Q9HAC8;0;0;i
Q9HAD4;0;0;i
Q9HAF1;0;0;i
Q9HAI6;0;0;i
Q9HAJ7;0;0;i
Q9HAK2;0;0;i
Q9HAN9;0;0;i
Q9HAP2;0;0;i
Q9HAP6;0;0;i
Q9HAQ2;0;0;i
Q9HAR2;7;Y;n6-17c22/23o866-889i901-919o925-947i968-988o1008-1031i1052-1075o1081-1104i
Q9HAS0;0;0;i
Q9HAS3;13;0;i104-125o131-149i170-191o197-217i224-244o283-305i317-340o360-382i389-408o446-468i480-499o555-579i591-612o
Q9HAT0;0;0;i
Q9HAT2;0;Y;n6-17c22/23o
Q9HAT8;0;0;i
Q9HAU0;0;0;i
Q9HAU4;0;0;i
Q9HAU5;0;0;i
Q9HAU8;0;0;i
Q9HAV0;0;0;i
Q9HAV4;0;0;i
Q9HAV5;1;0;o139-162i
Q9HAV7;0;0;i
Q9HAW0;0;0;i
Q9HAW4;0;0;i
Q9HAW7;1;Y;n7-18c23/24o488-511i
Q9HAW8;1;Y;n10-20c25/26o488-511i
Q9HAW9;1;Y;n10-20c25/26o488-511i
Q9HAY6;0;0;i
Q9HAZ1;0;0;i
Q9HAZ2;0;0;i
Q9HB03;7;0;o33-55i67-95o115-136i143-160o166-185i197-223o235-259i
Q9HB07;0;Y;n5-14c21/22o
Q9HB19;0;0;i
Q9HB20;0;0;i
Q9HB21;0;0;i
Q9HB29;1;Y;n4-15c19/20o336-359i
Q9HB55;2;0;o6-25i215-233o
Q9HB58;0;0;i
Q9HB63;0;Y;n7-20c25/26o
Q9HB65;0;0;i
Q9HB71;0;0;i
Q9HB75;0;0;i
Q9HB89;7;0;o59-85i97-116o136-157i178-196o230-254i295-313o333-355i
Q9HB90;0;0;i
Q9HB96;0;0;i
Q9HBA0;6;0;i469-491o511-529i550-568o574-593i614-636o693-717i
Q9HBB8;1;Y;n6-17c25/26o668-690i
Q9HBD1;0;0;i
Q9HBE1;0;0;i
Q9HBE4;0;Y;n11-24c29/30o
Q9HBE5;1;Y;n4-14c19/20o234-255i
Q9HBF4;0;0;i
Q9HBG4;7;0;i403-427o447-466i545-566o572-596i603-622o642-661i771-796o
Q9HBG6;0;0;i
Q9HBG7;1;0;o455-476i
Q9HBH0;0;0;i
Q9HBH1;0;Y;n4-15c23/24o
Q9HBH5;0;Y;n2-13c21/22o
Q9HBH7;0;0;i
Q9HBH9;0;0;i
Q9HBI0;0;0;i
Q9HBI1;0;0;i
Q9HBI6;0;Y;n20-31c36/37o
Q9HBJ8;1;Y;n2-12c17/18o142-167i
Q9HBK9;0;0;i
Q9HBL0;0;0;i
Q9HBL8;0;0;i
Q9HBM0;2;0;i144-163o169-188i
Q9HBM1;0;0;i
Q9HBM6;0;0;i
Q9HBT6;1;Y;n14-25c34/35o621-640i
Q9HBT8;0;0;i
Q9HBU1;0;0;i
Q9HBU6;1;0;i70-91o
Q9HBV2;1;Y;n10-21c26/27o217-246i
Q9HBW0;7;0;o30-52i64-87o107-124i144-167o187-212i233-256o276-294i
Q9HBW1;2;0;i21-42o528-548i
Q9HBW9;7;Y;n4-14c19/20o433-453i465-484o496-523i535-556o571-594i620-640o646-667i
Q9HBX8;7;Y;n9-19c24/25o566-587i599-621o657-677i689-708o728-754i775-801o807-830i
Q9HBX9;7;0;o410-428i440-464o487-508i529-547o578-599i630-655o661-684i
Q9HBY0;5;0;i12-33o53-72i104-122o168-190i202-221o
Q9HBY8;0;0;i
Q9HBZ2;0;0;i
Q9HC07;6;Y;n16-27c33/34o91-109i129-151o157-175i229-247o267-287i299-318o
Q9HC10;1;0;o1962-1984i
Q9HC16;0;0;i
Q9HC21;0;0;i
Q9HC23;0;Y;n4-15c27/28o
Q9HC24;7;0;i38-59o71-89i96-116o122-143i155-174o180-198i210-232o
Q9HC29;0;0;i
Q9HC35;0;0;i
Q9HC36;0;0;i
Q9HC52;0;0;i
Q9HC58;11;0;i21-40o110-128i149-173o179-201i213-232o238-259i475-498o510-533i540-561o581-601i613-636o
Q9HC62;0;0;i
Q9HC73;1;Y;n4-15c27/28o232-252i
Q9HC77;0;0;i
Q9HC78;0;0;i
Q9HC84;0;Y;n9-20c25/26o
Q9HC96;0;0;i
Q9HC97;6;0;o23-45i57-75o95-112i133-154o174-198i219-243o
Q9HC98;0;0;i
Q9HCB6;0;Y;n15-25c30/31o
Q9HCC0;0;0;i
Q9HCC8;6;0;i38-62o82-107i119-138o158-176i188-205o491-511i
Q9HCC9;0;0;i
Q9HCD5;0;0;i
Q9HCD6;0;0;i
Q9HCE0;0;0;i
Q9HCE1;0;0;i
Q9HCE5;0;0;i
Q9HCE6;0;0;i
Q9HCE7;0;0;i
Q9HCE9;6;0;o248-270i282-299o353-376i397-417o437-460i755-778o
Q9HCF6;7;0;o6-26i797-815o898-917i965-983o995-1013i1034-1054o1112-1137i
Q9HCG7;0;0;i
Q9HCG8;0;0;i
Q9HCH0;0;0;i
Q9HCH3;0;0;i
Q9HCH5;0;0;i
Q9HCI5;0;0;i
Q9HCI7;0;0;i
Q9HCJ0;0;0;i
Q9HCJ1;8;0;i86-106o131-152i159-184o190-213i327-346o352-377i398-421o433-452i
Q9HCJ2;1;Y;n26-37c44/45o528-548i
Q9HCK0;0;0;i
Q9HCK4;1;Y;n3-15c19/20o860-882i
Q9HCK5;0;0;i
Q9HCK8;0;0;i
Q9HCL2;1;0;o575-594i
Q9HCM1;0;0;i
Q9HCM2;1;Y;n8-19c28/29o1238-1260i
Q9HCM3;2;Y;n44-55c60/61o997-1018i1299-1321o
Q9HCM4;0;0;i
Q9HCM9;0;0;i
Q9HCN3;7;Y;n12-27c34/35o546-564i569-589o605-624i631-650o656-675i691-712o718-737i
Q9HCN4;0;0;i
Q9HCN6;1;Y;n7-15c20/21o270-288i
Q9HCP0;0;0;i
Q9HCP6;8;0;i12-31o65-87i99-121o127-152i210-230o250-272i427-445o465-483i
Q9HCQ5;1;0;i7-27o
Q9HCQ7;0;Y;n8-21c26/27o
Q9HCR9;0;0;i
Q9HCS2;1;Y;n20-31c36/37o472-492i
Q9HCS4;0;0;i
Q9HCS7;0;0;i
Q9HCU0;1;Y;n2-12c17/18o686-711i
Q9HCU4;7;Y;n17-25c31/32o2379-2401i2413-2429o2435-2459i2480-2500o2520-2541i2562-2583o2589-2612i
Q9HCU5;2;0;o314-338i391-413o
Q9HCU8;0;0;i
Q9HCU9;0;0;i
Q9HCX3;0;0;i
Q9HCX4;7;0;i352-372o384-404i473-494o542-559i579-602o622-638i650-672o
Q9HCY8;0;0;i
Q9HD15;0;0;i
Q9HD20;12;0;i67-90o96-116i242-257o263-281i445-464o493-513i988-1007o1013-1031i1052-1073o1103-1121i1133-1151o1171-1191i
Q9HD23;2;0;i342-361o373-389i
Q9HD26;0;0;i
Q9HD34;0;0;i
Q9HD36;1;0;i183-201o
Q9HD40;0;0;i
Q9HD42;0;0;i
Q9HD43;1;0;o752-776i
Q9HD47;0;0;i
Q9HD67;0;0;i
Q9HD89;0;Y;n3-14c18/19o
Q9HD90;0;0;i
Q9HDB5;1;Y;n19-30c35/36o564-584i
Q9HDC5;1;0;o640-660i
Q9HDC9;1;0;i38-61o
Q9HDD0;1;0;o139-159i
Q9N2K0;1;Y;n17-27c35/36o519-544i
Q9NNW5;0;0;i
Q9NNW7;0;0;i
Q9NNX1;0;0;i
Q9NNX6;1;0;i34-58o
Q9NP31;0;0;i
Q9NP50;0;0;i
Q9NP55;0;Y;n4-14c19/20o
Q9NP56;0;0;i
Q9NP58;11;0;o27-49i70-93o105-127i148-166o186-206i263-286o306-326i383-405o411-432i503-521o533-551i
Q9NP59;9;0;o58-83i95-115o127-146i307-333o339-362i374-393o450-469i490-513o519-539i
Q9NP60;1;Y;n5-12c16/17o357-378i
Q9NP61;0;0;i
Q9NP62;0;0;i
Q9NP64;0;0;i
Q9NP66;0;0;i
Q9NP70;0;Y;n14-21c26/27o
Q9NP71;0;Y;n2-12c19/20o
Q9NP72;0;0;i
Q9NP73;0;0;i
Q9NP74;0;0;i
Q9NP77;0;0;i
Q9NP78;8;0;o6-27i48-69o81-103i115-137o185-208i229-255o324-346i409-431o
Q9NP79;0;0;i
Q9NP80;1;0;o475-499i
Q9NP81;0;0;i
Q9NP84;1;Y;n12-22c27/28o78-101i
Q9NP85;1;0;i103-123o
Q9NP86;0;0;i
Q9NP87;0;0;i
Q9NP90;0;Y;n6-14c19/20o
Q9NP91;12;0;i12-31o43-61i82-102o168-186i195-220o240-265i277-298o393-415i436-457o463-486i507-531o551-575i
Q9NP94;8;0;o12-32i44-64o107-124i165-185o191-211i223-244o256-277i289-308o
Q9NP95;0;0;i
Q9NP97;0;0;i
Q9NP98;0;0;i
Q9NP99;1;Y;n6-15c20/21o203-229i
Q9NPA0;1;Y;n2-17c23/24o165-183i
Q9NPA1;2;Y;n9-19c27/28o58-81i209-231o
Q9NPA2;0;Y;n7-15c20/21o
Q9NPA8;0;0;i
Q9NPB1;0;0;i
Q9NPB3;0;0;i
Q9NPB6;0;0;i
Q9NPB9;6;0;o42-66i78-97o117-135i155-178o198-221i241-259o
Q9NPC1;6;0;o25-48i60-84o96-117i137-158o178-201i222-240o
Q9NPC2;5;Y;n8-19c23/24o76-96i108-128o159-178i190-208o220-247i
Q9NPC3;0;0;i
Q9NPC4;1;0;i20-42o
Q9NPC6;0;0;i
Q9NPC7;0;0;i
Q9NPC8;0;0;i
Q9NPD3;0;0;i
Q9NPD5;12;0;i29-52o64-84i96-117o170-195i207-235o255-279i337-356o376-397i404-425o534-558i570-591o624-647i
Q9NPD8;0;0;i
Q9NPE2;0;Y;n2-10c15/16o
Q9NPE3;0;0;i
Q9NPE6;2;0;i135-158o164-189i
Q9NPF0;1;Y;n16-28c46/47o228-250i
Q9NPF2;0;Y;n18-30c42/43o
Q9NPF4;0;0;i
Q9NPF5;0;0;i
Q9NPF7;0;Y;n6-16c21/22o
Q9NPF8;0;0;i
Q9NPG1;7;Y;n5-16c28/29o204-226i238-258o291-316i328-350o370-397i417-442o477-498i
Q9NPG2;0;0;i
Q9NPG3;0;0;i
Q9NPG4;1;Y;n4-12c24/25o711-736i
Q9NPG8;5;0;o6-25i102-126o194-221i233-250o256-282i
Q9NPH0;0;Y;n14-24c32/33o
Q9NPH2;0;0;i
Q9NPH3;1;Y;n3-16c20/21o363-383i
Q9NPH5;5;0;i20-39o59-83i104-125o154-177i189-213o
Q9NPH9;0;Y;n5-16c21/22o
Q9NPI0;3;Y;n8-18c26/27o36-61i82-99o111-133i
Q9NPI1;0;0;i
Q9NPI5;0;0;i
Q9NPI6;0;0;i
Q9NPI8;0;0;i
Q9NPI9;2;0;i74-96o145-170i
Q9NPJ1;0;0;i
Q9NPJ3;0;0;i
Q9NPJ4;0;0;i
Q9NPJ6;0;0;i
Q9NPJ8;0;0;i
Q9NPL8;0;Y;n11-19c24/25o
Q9NPP4;0;0;i
Q9NPQ8;0;0;i
Q9NPR2;1;Y;n25-35c43/44o718-738i
Q9NPR9;7;0;o263-282i294-317o329-355i367-385o397-419i447-469o475-494i
Q9NPY3;1;Y;n6-16c23/24o582-606i
Q9NPZ5;1;0;o6-25i
Q9NQ11;11;0;o47-67i236-252o258-276i428-449o461-484i936-955o961-978i999-1022o1049-1066i1078-1098o1118-1138i
Q9NQ25;1;Y;n6-17c21/22o226-250i
Q9NQ29;0;0;i
Q9NQ30;0;Y;n4-14c19/20o
Q9NQ31;0;0;i
Q9NQ33;0;0;i
Q9NQ34;1;Y;n13-28c33/34o105-124i
Q9NQ36;0;Y;n11-22c29/30o
Q9NQ38;0;Y;n6-17c22/23o
Q9NQ40;10;Y;n2-13c22/23o38-60i72-93o105-129i136-158o221-241i292-313o333-355i360-379o399-421i428-451o
Q9NQ48;0;0;i
Q9NQ50;0;0;i
Q9NQ55;0;0;i
Q9NQ66;0;0;i
Q9NQ69;0;0;i
Q9NQ75;0;0;i
Q9NQ76;0;Y;n3-11c16/17o
Q9NQ79;0;Y;n13-22c27/28o
Q9NQ84;7;Y;n7-18c23/24o47-73i85-109o121-141i153-177o209-231i243-266o278-297i
Q9NQ86;0;0;i
Q9NQ87;0;0;i
Q9NQ88;0;0;i
Q9NQ89;0;0;i
Q9NQ90;7;0;i363-387o440-456i535-559o579-603i623-644o749-772i907-928o
Q9NQ92;0;0;i
Q9NQ94;0;0;i
Q9NQA5;6;0;i328-352o383-404i425-445o451-469i490-512o553-575i
Q9NQB0;0;0;i
Q9NQC1;0;0;i
Q9NQC3;3;0;o1025-1048i1109-1128o1134-1155i
Q9NQC7;0;0;i
Q9NQC8;0;0;i
Q9NQE9;0;0;i
Q9NQG1;1;0;o24-44i
Q9NQG5;0;0;i
Q9NQG6;1;0;o27-46i
Q9NQG7;0;0;i
Q9NQH7;0;Y;n3-14c19/20o
Q9NQI0;0;0;i
Q9NQL2;0;0;i
Q9NQL9;0;0;i
Q9NQM4;0;0;i
Q9NQP4;0;0;i
Q9NQQ7;10;0;i12-34o46-67i87-106o112-131i138-156o168-187i207-226o238-258i270-291o297-316i
Q9NQR1;0;Y;n6-17c22/23o
Q9NQR4;0;Y;n6-13c18/19o
Q9NQR9;8;0;i57-76o116-136i148-171o177-194i206-225o263-280i292-312o318-343i
Q9NQS3;2;0;i39-62o402-428i
Q9NQS5;7;0;o23-45i57-76o96-116i137-161o181-201i320-341o353-373i
Q9NQS7;0;0;i
Q9NQT4;0;0;i
Q9NQT5;0;0;i
Q9NQT8;0;0;i
Q9NQU5;0;0;i
Q9NQV5;0;0;i
Q9NQV6;0;0;i
Q9NQV7;0;0;i
Q9NQV8;0;0;i
Q9NQW1;0;0;i
Q9NQW5;0;0;i
Q9NQW6;0;0;i
Q9NQW7;0;0;i
Q9NQW8;4;0;i217-238o250-269i353-374o420-438i
Q9NQX0;0;0;i
Q9NQX1;0;0;i
Q9NQX3;0;0;i
Q9NQX4;1;0;o1575-1593i
Q9NQX5;1;Y;n18-29c34/35o183-207i
Q9NQX7;1;0;i58-80o
Q9NQY0;0;0;i
Q9NQZ2;0;0;i
Q9NQZ3;0;0;i
Q9NQZ6;0;0;i
Q9NQZ7;2;0;i29-47o552-570i
Q9NQZ8;0;0;i
Q9NR00;0;0;i
Q9NR09;0;0;i
Q9NR11;0;0;i
Q9NR12;0;0;i
Q9NR16;2;0;i21-41o1360-1383i
Q9NR19;0;0;i
Q9NR20;0;0;i
Q9NR21;0;0;i
Q9NR22;0;0;i
Q9NR23;0;Y;n8-19c24/25o
Q9NR28;0;0;i
Q9NR30;0;0;i
Q9NR31;0;0;i
Q9NR33;0;0;i
Q9NR34;1;0;o23-43i
Q9NR45;0;0;i
Q9NR46;0;0;i
Q9NR48;0;0;i
Q9NR50;0;0;i
Q9NR55;0;Y;n4-12c17/18o
Q9NR56;0;0;i
Q9NR61;1;Y;n8-19c24/25o527-552i
Q9NR63;0;Y;n8-26c38/39o
Q9NR71;1;0;i12-33o
Q9NR80;0;0;i
Q9NR81;0;0;i
Q9NR82;6;0;i127-149o155-180i201-219o225-243i269-287o326-352i
Q9NR83;0;0;i
Q9NR90;0;0;i
Q9NR96;0;Y;n11-22c27/28o
Q9NR97;1;Y;n11-18c26/27o826-848i
Q9NR99;0;Y;n7-18c26/27o
Q9NRA0;0;0;i
Q9NRA1;0;Y;n3-14c22/23o
Q9NRA2;12;0;i42-65o110-130i137-157o163-186i198-220o226-247i289-309o329-346i366-385o391-412i424-444o456-478i
Q9NRA8;0;0;i
Q9NRB3;1;0;i7-26o
Q9NRC1;3;0;o20-42i62-85o512-532i
Q9NRC6;0;0;i
Q9NRC8;0;0;i
Q9NRD1;0;0;i
Q9NRD5;0;0;i
Q9NRD8;7;Y;n8-20c32/33o598-622i1038-1057o1077-1099i1149-1168o1180-1205i1217-1234o1240-1259i
Q9NRD9;7;Y;n3-13c21/22o593-617i1045-1068o1088-1109i1152-1171o1183-1209i1221-1243o1249-1266i
Q9NRE1;0;Y;n3-12c17/18o
Q9NRE2;0;0;i
Q9NRF2;0;0;i
Q9NRF8;0;0;i
Q9NRF9;0;0;i
Q9NRG0;0;0;i
Q9NRG1;0;0;i
Q9NRG4;0;0;i
Q9NRG9;0;0;i
Q9NRH2;0;0;i
Q9NRH3;0;0;i
Q9NRI5;0;0;i
Q9NRJ3;0;Y;n6-17c22/23o
Q9NRJ4;0;0;i
Q9NRJ7;1;Y;n13-23c28/29o688-711i
Q9NRK6;6;0;i171-191o211-235i293-311o317-336i392-414o434-452i
Q9NRL2;0;0;i
Q9NRL3;0;Y;n6-13c31/32o
Q9NRM0;12;0;i54-73o108-128i140-162o168-189i201-219o231-252i317-338o353-375i382-404o410-437i449-472o478-499i
Q9NRM1;0;Y;n26-34c39/40o
Q9NRM6;1;Y;n3-12c17/18o290-313i
Q9NRM7;0;0;i
Q9NRN7;0;0;i
Q9NRN9;0;0;i
Q9NRP0;3;0;o31-53i83-103o118-139i
Q9NRP7;0;0;i
Q9NRQ2;1;0;o302-320i
Q9NRQ5;1;0;i30-52o
Q9NRR2;1;Y;n3-14c19/20o282-304i
Q9NRR3;0;0;i
Q9NRR4;0;0;i
Q9NRR5;0;0;i
Q9NRR6;0;0;i
Q9NRR8;0;0;i
Q9NRS4;1;0;i32-57o
Q9NRS6;0;0;i
Q9NRW1;0;0;i
Q9NRW3;0;0;i
Q9NRW4;0;0;i
Q9NRW7;0;0;i
Q9NRX1;0;0;i
Q9NRX4;0;0;i
Q9NRX5;10;0;i40-61o89-109i121-143o149-172i193-219o231-249i261-279o312-333i388-408o428-447i
Q9NRX6;2;0;o6-24i44-72o
Q9NRY2;0;0;i
Q9NRY4;1;0;i339-355o
Q9NRY6;0;0;i
Q9NRY7;1;0;o275-293i
Q9NRZ5;3;0;o12-39i308-330o336-356i
Q9NRZ7;3;0;o12-39i308-330o336-356i
Q9NRZ9;0;0;i
Q9NS00;0;Y;n9-27c32/33o
Q9NS15;0;Y;n17-35c43/44o
Q9NS18;0;0;i
Q9NS23;0;0;i
Q9NS37;0;0;i
Q9NS39;0;0;i
Q9NS40;4;0;o412-433i549-573o614-633i645-666o
Q9NS56;0;0;i
Q9NS61;0;0;i
Q9NS62;1;Y;n11-17c22/23o414-436i
Q9NS64;1;0;o56-82i
Q9NS68;1;Y;n12-20c25/26o169-193i
Q9NS69;1;0;i83-101o
Q9NS71;0;Y;n4-15c20/21o
Q9NS73;0;0;i
Q9NS75;7;0;o43-64i76-93o113-135i155-174o203-224i245-266o286-308i
Q9NS82;12;0;i40-60o72-96i117-143o163-183i195-214o234-255i267-290o310-336i357-381o387-410i422-444o450-469i
Q9NS84;0;Y;n14-27c34/35o
Q9NS86;0;0;i
Q9NS87;0;0;i
Q9NS91;0;0;i
Q9NSA0;12;0;i12-32o147-165i172-195o201-219i231-252o258-276i346-363o375-399i406-422o428-451i463-483o495-512i
Q9NSA1;0;Y;n12-23c28/29o
Q9NSA2;6;Y;n2-9c14/15o187-205i259-281o287-305i326-347o359-375i387-408o
Q9NSA3;0;0;i
Q9NSB2;0;0;i
Q9NSB4;0;0;i
Q9NSB8;0;0;i
Q9NSC2;0;0;i
Q9NSC5;0;0;i
Q9NSC7;0;Y;n19-31c35/36o
Q9NSD4;0;Y;n6-15c26/27o
Q9NSD5;12;0;i41-59o71-92i113-141o203-223i235-262o282-303i315-339o373-406i418-436o448-471i491-513o533-551i
Q9NSD7;7;0;o82-105i117-137o157-179i214-235o272-295i328-351o371-392i
Q9NSD9;0;0;i
Q9NSE2;0;0;i
Q9NSE4;0;0;i
Q9NSG2;0;0;i
Q9NSI6;0;0;i
Q9NSI8;0;0;i
Q9NSK0;0;0;i
Q9NSK7;0;0;i
Q9NSN8;0;0;i
Q9NSP4;0;0;i
Q9NST1;0;0;i
Q9NSU2;1;0;i287-307o
Q9NSV4;0;0;i
Q9NSY1;0;0;i
Q9NT22;0;Y;n6-17c22/23o
Q9NT62;0;0;i
Q9NT68;1;0;i375-400o
Q9NT99;1;Y;n22-30c48/49o577-597i
Q9NTG1;11;Y;n6-14c32/33o1185-1206i1390-1408o1428-1450i1572-1598o1610-1632i1707-1731o1965-1985i1997-2017o2037-2063i2084-2111o2146-2172i
Q9NTG7;0;0;i
Q9NTI2;10;0;i92-109o115-133i315-339o359-382i887-907o913-931i960-978o998-1017i1029-1049o1069-1089i
Q9NTI5;0;0;i
Q9NTJ3;0;0;i
Q9NTJ4;0;0;i
Q9NTJ5;3;0;o57-75i521-543o549-569i
Q9NTK1;0;Y;n5-12c16/17o
Q9NTK5;0;0;i
Q9NTM9;0;0;i
Q9NTN3;9;0;o39-59i71-90o132-153i160-179o185-205i217-236o256-275i282-301o307-330i
Q9NTN9;1;Y;n5-13c17/18o675-701i
Q9NTQ9;4;0;i20-39o77-97i128-149o186-210i
Q9NTW7;0;0;i
Q9NTX7;0;0;i
Q9NTX9;0;0;i
Q9NU19;0;0;i
Q9NU22;0;0;i
Q9NU39;0;0;i
Q9NU63;0;0;i
Q9NUB1;0;0;i
Q9NUD5;0;0;i
Q9NUD9;9;0;i12-33o85-102i114-134o149-177i189-214o234-260i328-346o379-399i471-492o
Q9NUE0;4;0;i85-110o122-140i236-259o279-304i
Q9NUH8;4;0;o12-31i38-57o63-84i91-111o
Q9NUI1;0;0;i
Q9NUJ1;0;Y;n2-13c21/22o
Q9NUJ3;0;0;i
Q9NUK0;0;0;i
Q9NUL3;0;0;i
Q9NUL5;0;0;i
Q9NUL7;0;Y;n9-19c23/24o
Q9NUM3;8;0;o6-28i35-55o104-122i150-170o176-198i210-229o241-263i283-304o
Q9NUM4;1;0;i96-117o
Q9NUN5;9;0;o12-33i45-66o99-123i143-163o190-214i306-325o367-397i409-429o487-511i
Q9NUN7;7;0;o34-52i64-84o96-112i119-137o143-162i174-191o218-238i
Q9NUP9;0;0;i
Q9NUQ2;3;0;o14-35i321-338o344-362i
Q9NUQ3;0;0;i
Q9NUQ7;0;0;i
Q9NUQ9;0;0;i
Q9NUS5;0;0;i
Q9NUT2;3;0;i145-165o199-219i294-316o
Q9NUU6;1;0;o40-62i
Q9NUU7;0;0;i
Q9NUV7;0;0;i
Q9NUV9;1;0;i306-327o
Q9NUW8;0;0;i
Q9NUX5;0;0;i
Q9NUY8;0;0;i
Q9NV06;0;0;i
Q9NV12;4;0;i12-33o85-103i115-139o151-171i
Q9NV23;0;0;i
Q9NV29;2;0;i57-78o84-109i
Q9NV31;0;0;i
Q9NV35;0;0;i
Q9NV56;0;0;i
Q9NV58;2;0;o361-394i414-447o
Q9NV64;8;0;i73-92o112-130i150-175o181-202i288-309o321-338i418-437o449-466i
Q9NV70;0;0;i
Q9NV79;0;0;i
Q9NV88;0;0;i
Q9NV92;3;Y;n9-17c22/23o232-255i262-282o294-315i
Q9NV96;2;0;i44-70o324-346i
Q9NVA1;1;0;o143-161i
Q9NVA2;0;0;i
Q9NVC3;11;0;i54-76o82-106i118-151o178-193i205-224o244-265i277-302o322-343i371-388o394-415i427-448o
Q9NVC6;0;0;i
Q9NVD3;0;0;i
Q9NVD7;0;0;i
Q9NVE7;0;0;i
Q9NVF7;0;0;i
Q9NVF9;0;0;i
Q9NVH0;1;0;o6-25i
Q9NVH1;1;0;o388-408i
Q9NVH2;1;0;o771-789i
Q9NVH6;0;0;i
Q9NVI1;0;0;i
Q9NVI7;0;0;i
Q9NVJ2;0;0;i
Q9NVL1;0;0;i
Q9NVL8;0;0;i
Q9NVM4;0;0;i
Q9NVM9;0;0;i
Q9NVN3;0;0;i
Q9NVN8;0;0;i
Q9NVP1;0;0;i
Q9NVP2;0;0;i
Q9NVP4;0;0;i
Q9NVR2;0;0;i
Q9NVR5;0;0;i
Q9NVS9;0;0;i
Q9NVT9;0;0;i
Q9NVU0;0;0;i
Q9NVU7;1;0;i320-339o
Q9NVV0;1;0;o51-70i
Q9NVV4;1;0;o371-388i
Q9NVV5;6;0;i7-27o47-67i88-108o128-145i157-178o198-222i
Q9NVV9;0;0;i
Q9NVW2;0;0;i
Q9NVX0;0;0;i
Q9NVX2;0;0;i
Q9NW08;0;0;i
Q9NW13;0;Y;n2-9c17/18o
Q9NW15;8;0;i208-237o243-261i314-337o357-377i400-421o433-455i501-524o591-613i
Q9NW38;0;0;i
Q9NW64;0;0;i
Q9NW75;0;0;i
Q9NW81;0;0;i
Q9NW97;2;0;i12-34o65-85i
Q9NWB1;0;0;i
Q9NWB7;0;0;i
Q9NWD8;2;0;o20-41i273-290o
Q9NWD9;0;0;i
Q9NWF4;10;Y;n9-20c25/26o49-68i80-100o112-136i148-168o196-218i280-300o312-335i342-362o368-394i406-427o
Q9NWF9;0;0;i
Q9NWH2;2;0;i32-53o88-107i
Q9NWH9;0;Y;n2-13c19/20o
Q9NWK9;0;0;i
Q9NWM0;1;0;i27-44o
Q9NWM8;0;Y;n3-14c19/20o
Q9NWN3;0;0;i
Q9NWQ4;0;0;i
Q9NWQ8;1;0;o15-37i
Q9NWQ9;0;0;i
Q9NWR8;2;0;i220-239o251-269i
Q9NWS0;0;0;i
Q9NWS1;0;0;i
Q9NWS6;1;0;i30-49o
Q9NWS8;1;0;o430-448i
Q9NWS9;0;0;i
Q9NWT1;0;0;i
Q9NWT6;0;0;i
Q9NWT8;0;0;i
Q9NWU1;0;0;i
Q9NWU2;0;0;i
Q9NWU5;0;Y;n3-14c19/20o
Q9NWV8;0;0;i
Q9NWW5;7;0;i47-69o81-100i112-130o175-193i205-223o229-247i259-281o
Q9NWW6;0;0;i
